Age,Gender,Education,Years_of_Experience,Platforms_Worked,Weekly_Work_Hours,Monthly_Income,Active_Platforms,Top_Challenges,Order_Cancellation_Freq,Confidence_Road_Safety,Training_Interests,Preferred_Learning_Mode,Preferred_Training_Time,Training_Motivation,Mobile_App_Comfort,GPS_Usage_Freq,Follows_Tips_Online,Online_Community_Member,Interested_in_RiderBoost,Recommend_Score,Willingness_to_Pay,Expected_Benefit
23,Female,High School,3,"Uber Eats, Talabat, DoorDash",51,1689,1,"Navigation issues, Low pay",Never,1,"Customer service, Safety practices, Communication skills",Videos,Flexible,Skill-building,3,Often,No,Yes,No,6,12,Faster delivery
34,Male,High School,3,"Zomato, Uber Eats, Deliveroo",40,1835,3,"Navigation issues, Unsafe conditions",Sometimes,4,"Route optimization, Communication skills, Customer service, Safety practices",Videos,Flexible,"Career growth, Skill-building",4,Always,No,Yes,Maybe,8,15,"Social recognition, Faster delivery"
19,Female,High School,1,"Uber Eats, Zomato",64,1896,2,"Customer complaints, Low pay",Rarely,3,Communication skills,In-person,Flexible,Better income,5,Always,Yes,Yes,No,6,20,"Social recognition, Faster delivery"
45,Female,High School,8,"Zomato, Talabat",37,2996,3,Fatigue,Rarely,3,"Communication skills, Customer service, Fitness and health",Interactive app,Weekends,"Better income, Skill-building",3,Always,Yes,Yes,Yes,5,15,"Social recognition, Faster delivery"
39,Male,College,6,DoorDash,28,750,1,"Customer complaints, Navigation issues",Often,4,"Customer service, Communication skills, Fitness and health",Interactive app,Mornings,Certification,1,Often,No,No,Maybe,5,11,Health & safety
26,Male,College,4,"Talabat, Deliveroo, DoorDash",40,2142,1,"Customer complaints, Low pay",Rarely,3,Customer service,Interactive app,Evenings,"Skill-building, Career growth, Peer competition",2,Often,No,Yes,Maybe,7,11,"Health & safety, Faster delivery"
16,Male,No schooling,3,DoorDash,25,1743,1,Customer complaints,Sometimes,2,"Safety practices, Route optimization",Reading materials,Flexible,Certification,2,Always,No,Yes,Maybe,9,17,Health & safety
41,Male,High School,3,Deliveroo,53,2083,2,Customer complaints,Always,1,"Safety practices, Route optimization",In-person,Weekends,"Peer competition, Career growth",1,Always,Yes,Yes,Yes,7,19,"Social recognition, Better income"
29,Male,Graduate Degree,1,"Deliveroo, DoorDash",24,1471,3,"Customer complaints, Navigation issues, Low pay",Rarely,2,"Route optimization, Fitness and health, Safety practices",Interactive app,Mornings,"Career growth, Better income, Skill-building",3,Sometimes,Yes,Yes,No,6,12,Better income
40,Male,College,3,"Deliveroo, DoorDash",45,1776,1,"Fatigue, Low pay, Unsafe conditions",Always,2,Safety practices,Interactive app,Evenings,"Peer competition, Better income",2,Always,No,No,Yes,5,4,Better income
17,Male,College,4,Talabat,24,2156,1,"Unsafe conditions, Customer complaints, Low pay",Always,1,"Customer service, Route optimization, Communication skills",In-person,Mornings,"Certification, Peer competition, Career growth",1,Often,Yes,Yes,Yes,10,14,Better income
25,Male,High School,1,"Zomato, Talabat, Other",42,3356,3,"Unsafe conditions, Low pay, Customer complaints",Sometimes,5,"Route optimization, Customer service",Videos,Weekends,"Career growth, Peer competition",5,Rarely,No,Yes,No,3,9,"Better income, Fewer complaints"
30,Non-binary,College,4,"Uber Eats, Talabat, Zomato",61,9985,1,Fatigue,Rarely,3,"Safety practices, Customer service, Fitness and health, Communication skills",Interactive app,Weekends,Certification,3,Always,No,Yes,Maybe,7,18,"Faster delivery, Social recognition"
30,Male,College,3,"Deliveroo, DoorDash, Uber Eats",49,1376,2,Fatigue,Sometimes,1,Fitness and health,Videos,Weekends,"Better income, Skill-building",5,Always,No,Yes,Yes,8,30,Fewer complaints
26,Non-binary,College,1,"Zomato, Deliveroo",36,1588,2,Customer complaints,Sometimes,4,Customer service,Interactive app,Flexible,"Better income, Peer competition",4,Often,Yes,Yes,Maybe,7,1,Fewer complaints
35,Male,Graduate Degree,1,"Other, Talabat",45,1573,3,Navigation issues,Sometimes,4,"Fitness and health, Communication skills, Route optimization, Customer service",Audio,Weekends,"Career growth, Skill-building",5,Always,Yes,Yes,Yes,6,27,"Social recognition, Health & safety"
21,Male,High School,2,"Zomato, Talabat, Other",45,902,1,"Fatigue, Navigation issues, Unsafe conditions",Rarely,4,"Fitness and health, Route optimization, Customer service",Reading materials,Evenings,"Certification, Career growth, Skill-building",4,Always,No,No,Yes,8,20,"Fewer complaints, Faster delivery"
29,Male,No schooling,7,Talabat,50,1635,1,"Unsafe conditions, Customer complaints",Always,5,Customer service,Interactive app,Flexible,Skill-building,5,Always,No,No,Yes,5,26,"Fewer complaints, Better income"
31,Male,College,4,"Uber Eats, DoorDash",31,2166,2,"Low pay, Unsafe conditions, Customer complaints",Rarely,1,"Route optimization, Safety practices, Communication skills, Customer service",Audio,Mornings,Peer competition,3,Always,Yes,Yes,Yes,4,11,Faster delivery
34,Male,College,0,"Deliveroo, Zomato",51,1163,3,"Customer complaints, Unsafe conditions",Often,5,"Safety practices, Route optimization",In-person,Evenings,Certification,5,Sometimes,Yes,Yes,Maybe,8,1,Health & safety
36,Female,High School,4,"Zomato, Other, Uber Eats",20,2324,1,Customer complaints,Never,4,Communication skills,Audio,Flexible,"Career growth, Certification",4,Sometimes,Yes,No,Yes,5,17,Social recognition
21,Male,High School,0,"Talabat, Zomato, Uber Eats",39,2044,1,"Unsafe conditions, Navigation issues, Fatigue",Sometimes,2,"Safety practices, Customer service",In-person,Weekends,Peer competition,4,Often,No,Yes,Yes,7,29,"Faster delivery, Health & safety"
18,Female,No schooling,5,"Other, Uber Eats, Talabat",40,1433,2,Navigation issues,Always,2,"Communication skills, Route optimization, Customer service",Interactive app,Mornings,"Better income, Skill-building, Certification",5,Always,No,Yes,Yes,7,4,"Faster delivery, Better income"
40,Female,High School,2,"DoorDash, Deliveroo",51,1729,3,"Low pay, Navigation issues, Unsafe conditions",Rarely,5,"Safety practices, Fitness and health, Customer service, Route optimization",In-person,Weekends,Better income,1,Always,No,No,Yes,8,6,Health & safety
33,Male,College,3,"DoorDash, Other",45,2599,3,"Low pay, Fatigue",Rarely,4,"Route optimization, Fitness and health, Safety practices",Audio,Evenings,"Better income, Certification",3,Often,Yes,Yes,Maybe,7,21,Better income
24,Male,College,6,"Zomato, DoorDash, Uber Eats",31,2167,3,"Fatigue, Unsafe conditions, Navigation issues",Sometimes,4,"Safety practices, Customer service",Reading materials,Evenings,"Skill-building, Peer competition, Career growth",3,Often,No,Yes,Yes,8,10,Health & safety
42,Female,High School,0,"Other, Uber Eats, Zomato",35,1804,1,Fatigue,Often,4,"Safety practices, Fitness and health, Customer service, Communication skills",Videos,Flexible,"Certification, Better income",3,Often,Yes,Yes,Yes,6,32,"Health & safety, Social recognition"
31,Male,High School,0,"Uber Eats, Deliveroo",47,1681,1,"Customer complaints, Low pay",Sometimes,4,Safety practices,Videos,Evenings,"Skill-building, Certification, Peer competition",3,Often,Yes,Yes,Maybe,9,22,Better income
39,Male,No schooling,2,"Other, DoorDash",44,1838,2,"Low pay, Customer complaints, Unsafe conditions",Sometimes,1,"Customer service, Communication skills, Safety practices",Reading materials,Mornings,Certification,4,Always,No,No,Yes,5,8,"Health & safety, Faster delivery"
31,Prefer not to say,High School,5,Zomato,39,1544,3,"Fatigue, Low pay, Customer complaints",Rarely,5,"Route optimization, Customer service, Fitness and health, Communication skills",Videos,Flexible,"Certification, Peer competition",2,Always,Yes,Yes,Maybe,9,9,"Better income, Health & safety"
46,Male,College,0,"Other, Talabat",40,748,1,"Unsafe conditions, Navigation issues",Always,5,"Communication skills, Customer service, Safety practices, Route optimization",Interactive app,Mornings,"Better income, Skill-building, Certification",4,Sometimes,Yes,No,Yes,10,10,"Fewer complaints, Better income"
44,Female,Graduate Degree,3,DoorDash,52,2821,1,"Navigation issues, Customer complaints, Fatigue",Always,1,"Safety practices, Customer service, Route optimization",Interactive app,Weekends,Better income,4,Always,No,Yes,Yes,7,15,"Better income, Faster delivery"
28,Prefer not to say,College,2,Deliveroo,40,1878,2,"Customer complaints, Navigation issues",Sometimes,2,"Fitness and health, Communication skills, Route optimization, Safety practices",Audio,Mornings,Better income,2,Always,Yes,Yes,Maybe,10,18,Social recognition
38,Male,No schooling,4,"Deliveroo, Other",44,1999,1,Customer complaints,Often,5,"Customer service, Safety practices",Audio,Mornings,Career growth,5,Always,Yes,Yes,Maybe,10,170,"Health & safety, Faster delivery"
35,Male,College,5,"DoorDash, Zomato",67,1771,1,"Unsafe conditions, Customer complaints",Sometimes,3,"Customer service, Route optimization, Fitness and health",In-person,Evenings,Skill-building,2,Sometimes,Yes,Yes,Yes,6,4,Faster delivery
41,Male,College,2,"Zomato, Other",31,1432,2,"Low pay, Unsafe conditions, Navigation issues",Sometimes,5,Route optimization,Audio,Weekends,"Certification, Career growth, Better income",4,Often,Yes,Yes,No,7,24,"Fewer complaints, Better income"
22,Male,College,2,Talabat,26,1707,2,"Navigation issues, Unsafe conditions, Fatigue",Rarely,5,Customer service,Interactive app,Evenings,Career growth,3,Sometimes,No,Yes,Maybe,5,12,"Social recognition, Health & safety"
35,Male,High School,5,DoorDash,53,1000,2,"Low pay, Customer complaints, Unsafe conditions",Sometimes,2,"Safety practices, Route optimization, Communication skills, Fitness and health",Audio,Weekends,"Skill-building, Better income, Peer competition",4,Always,Yes,No,Yes,6,6,Social recognition
38,Female,High School,1,Other,38,2939,1,"Navigation issues, Unsafe conditions",Sometimes,1,"Fitness and health, Route optimization, Customer service",Videos,Weekends,Skill-building,1,Always,No,No,Yes,7,10,"Faster delivery, Fewer complaints"
16,Male,High School,2,"Other, Talabat, Zomato",42,1183,2,"Navigation issues, Unsafe conditions",Never,2,Route optimization,In-person,Mornings,Better income,5,Always,Yes,Yes,Yes,4,25,"Faster delivery, Fewer complaints"
21,Male,High School,3,Talabat,37,1284,2,Fatigue,Sometimes,2,"Communication skills, Customer service, Safety practices, Route optimization",In-person,Evenings,Skill-building,1,Often,Yes,Yes,Yes,9,17,Health & safety
14,Prefer not to say,High School,4,Zomato,42,1580,2,"Fatigue, Low pay, Navigation issues",Often,1,Safety practices,Interactive app,Mornings,Skill-building,4,Sometimes,Yes,No,Yes,7,18,"Faster delivery, Better income"
28,Female,High School,2,"Uber Eats, Talabat, Zomato",61,2444,2,"Navigation issues, Fatigue",Sometimes,3,"Fitness and health, Safety practices, Customer service",Audio,Mornings,"Peer competition, Certification",5,Sometimes,No,Yes,Maybe,8,3,Fewer complaints
36,Female,High School,3,"Other, Zomato, Talabat",53,1807,1,"Low pay, Customer complaints, Fatigue",Sometimes,1,"Customer service, Fitness and health, Communication skills, Route optimization",Videos,Mornings,"Career growth, Peer competition",3,Always,Yes,Yes,Yes,7,16,"Health & safety, Social recognition"
42,Male,College,2,"Zomato, Uber Eats, DoorDash",54,1182,1,"Customer complaints, Unsafe conditions",Always,2,"Communication skills, Route optimization",Audio,Weekends,"Certification, Better income, Peer competition",1,Sometimes,No,No,Maybe,8,25,"Better income, Fewer complaints"
31,Female,High School,2,"Uber Eats, Deliveroo",31,2427,1,"Low pay, Fatigue",Never,1,"Route optimization, Safety practices, Fitness and health",Reading materials,Evenings,"Career growth, Certification",2,Sometimes,Yes,Yes,Yes,7,0,"Better income, Fewer complaints"
43,Male,High School,4,"Zomato, Deliveroo, DoorDash",33,2166,1,"Fatigue, Customer complaints",Sometimes,5,Route optimization,Audio,Evenings,"Certification, Better income, Skill-building",5,Always,No,Yes,Yes,8,11,Faster delivery
19,Male,Graduate Degree,1,"Uber Eats, Talabat, Zomato",20,2069,2,"Navigation issues, Unsafe conditions, Low pay",Often,5,"Route optimization, Customer service, Safety practices, Communication skills",Interactive app,Mornings,"Career growth, Certification, Skill-building",3,Always,No,Yes,No,9,21,Social recognition
16,Male,Graduate Degree,3,"Talabat, Uber Eats, DoorDash",37,2158,3,"Unsafe conditions, Fatigue, Customer complaints",Sometimes,3,"Safety practices, Customer service, Communication skills, Fitness and health",Audio,Weekends,"Skill-building, Peer competition",3,Always,No,Yes,Yes,4,17,Fewer complaints
30,Female,College,4,Uber Eats,55,2997,2,Customer complaints,Sometimes,3,"Fitness and health, Route optimization, Safety practices, Customer service",In-person,Evenings,"Certification, Career growth, Better income",3,Rarely,No,Yes,Yes,6,5,"Faster delivery, Health & safety"
33,Male,Graduate Degree,2,"Talabat, Uber Eats",50,2893,2,Navigation issues,Rarely,1,Communication skills,Videos,Flexible,"Skill-building, Better income",3,Always,No,Yes,Yes,10,19,"Health & safety, Better income"
30,Male,College,3,DoorDash,43,1457,1,"Unsafe conditions, Fatigue, Navigation issues",Often,1,Route optimization,Interactive app,Evenings,"Peer competition, Career growth",4,Often,No,No,No,7,3,"Health & safety, Fewer complaints"
13,Male,Graduate Degree,1,"DoorDash, Talabat, Deliveroo",45,2612,1,"Low pay, Fatigue",Sometimes,1,"Route optimization, Communication skills",Reading materials,Mornings,"Career growth, Better income, Certification",4,Always,Yes,Yes,Yes,4,6,"Social recognition, Health & safety"
29,Male,High School,3,"Other, Deliveroo",38,1992,1,"Fatigue, Navigation issues",Often,4,"Communication skills, Customer service, Safety practices, Route optimization",Videos,Flexible,"Better income, Career growth",1,Rarely,Yes,Yes,Yes,4,7,"Fewer complaints, Faster delivery"
20,Female,High School,4,"Deliveroo, DoorDash",47,2050,1,"Navigation issues, Unsafe conditions",Sometimes,2,Fitness and health,Videos,Weekends,Career growth,2,Often,No,Yes,Maybe,7,30,"Fewer complaints, Faster delivery"
35,Female,High School,3,"Other, Uber Eats",53,954,1,"Unsafe conditions, Navigation issues",Sometimes,2,"Communication skills, Safety practices, Customer service, Route optimization",In-person,Flexible,"Certification, Career growth",5,Always,Yes,No,Maybe,6,0,"Fewer complaints, Social recognition"
54,Female,High School,2,"Deliveroo, Talabat",29,1715,2,"Low pay, Customer complaints",Often,3,Communication skills,In-person,Flexible,"Better income, Skill-building",5,Always,Yes,No,Yes,5,0,Health & safety
22,Male,High School,3,"Uber Eats, Zomato",48,1394,3,Unsafe conditions,Sometimes,5,"Safety practices, Customer service",In-person,Mornings,Peer competition,2,Always,Yes,No,Yes,10,18,Fewer complaints
26,Male,College,4,Talabat,54,2214,1,"Unsafe conditions, Low pay, Fatigue",Sometimes,5,"Route optimization, Safety practices, Fitness and health, Customer service",Interactive app,Evenings,"Peer competition, Skill-building, Career growth",5,Sometimes,Yes,Yes,No,6,16,Better income
22,Male,College,1,"DoorDash, Zomato",41,2336,1,Unsafe conditions,Sometimes,5,"Fitness and health, Safety practices",Audio,Weekends,"Certification, Career growth, Skill-building",3,Sometimes,No,No,Maybe,9,10,Better income
29,Male,College,5,Other,52,763,2,Customer complaints,Often,5,Fitness and health,Videos,Flexible,Career growth,5,Always,Yes,Yes,Yes,8,15,Better income
38,Male,High School,2,"Deliveroo, Zomato",73,1789,1,"Navigation issues, Customer complaints, Low pay",Sometimes,2,Route optimization,Audio,Mornings,Skill-building,4,Always,No,Yes,Yes,6,4,Fewer complaints
22,Female,College,4,Talabat,44,2361,3,Fatigue,Sometimes,4,"Safety practices, Customer service, Fitness and health, Communication skills",Audio,Evenings,"Certification, Career growth",4,Always,No,Yes,Maybe,5,16,Faster delivery
34,Male,College,5,"DoorDash, Uber Eats",49,1707,2,Navigation issues,Never,5,Safety practices,In-person,Flexible,"Career growth, Better income",1,Always,No,Yes,Maybe,9,17,Better income
26,Male,High School,0,"Uber Eats, DoorDash",38,2165,3,"Unsafe conditions, Customer complaints",Always,3,"Safety practices, Customer service, Route optimization, Fitness and health",Audio,Mornings,"Certification, Career growth",3,Often,Yes,No,No,2,27,Better income
24,Male,College,2,"Other, Deliveroo, Uber Eats",47,1976,1,Navigation issues,Never,1,Safety practices,Videos,Mornings,"Skill-building, Better income, Certification",5,Always,Yes,Yes,Yes,9,34,Fewer complaints
